experiment,case_id,role,platform,data_kind,status,metrics,metrics.accept_median_ms,metrics.accepted,metrics.accounting_scope,metrics.baseline_rss_bytes,metrics.canonical_envelope_overhead_bytes,metrics.cases,metrics.certificate_bytes,metrics.cpu_ms_per_query,metrics.descriptor_serialized_bytes,metrics.epoch_substitution_rejected,metrics.failures,metrics.honest,metrics.mean_json_body_bytes,metrics.measured_duration_seconds,metrics.median_ms,metrics.memory_limit_mib,metrics.mode,metrics.mode_substitution_rejected,metrics.n,metrics.n_prime,metrics.operational_total_bytes,metrics.p95_ms,metrics.p99_ms,metrics.paper_descriptor_bytes,metrics.payload_read_bytes_per_query,metrics.payload_tamper_rejected,metrics.peak_rss_bytes,metrics.pressure_buffer_bytes,metrics.provider_allocated_bytes,metrics.provider_cpu_ms_per_query,metrics.provider_file_count,metrics.provider_internal_cached_support_bytes,metrics.provider_payload_bytes,metrics.provider_support_bytes,metrics.provider_total_bytes,metrics.queries,metrics.raw_opaque_payload_bytes,metrics.root_hex_tamper_rejected,metrics.rss_bytes,metrics.setup_allocated_bytes,metrics.setup_file_count,metrics.setup_payload_bytes,metrics.setup_signing_key_bytes,metrics.setup_support_bytes,metrics.setup_total_bytes,metrics.shard_substitution_rejected,metrics.signature_hex_tamper_rejected,metrics.support_metadata_bytes,metrics.support_read_bytes_per_query,metrics.total_materialized_bytes,metrics.verifier_allocated_bytes,metrics.verifier_file_count,metrics.verifier_payload_bytes,metrics.verifier_support_bytes,metrics.verifier_total_bytes,metrics.witness_generate_median_ms,platform.architecture,platform.cpu_count,platform.hostname,platform.kernel,platform.machine_id,platform.machine_id_source,platform.mem_total_bytes,platform.network.available,platform.network.interfaces,platform.openssl,platform.os.id,platform.os.name,platform.os.pretty_name,platform.os.version,platform.os.version_id,platform.pi_model,platform.platform,platform.python,platform.python_implementation,platform.result_storage.block_device,platform.result_storage.device,platform.result_storage.filesystem,platform.result_storage.free_bytes,platform.result_storage.mountpoint,platform.result_storage.path,platform.result_storage.total_bytes,platform.result_storage.used_bytes,platform.storage.block_device,platform.storage.device,platform.storage.filesystem,platform.storage.free_bytes,platform.storage.mountpoint,platform.storage.path,platform.storage.total_bytes,platform.storage.used_bytes,provenance.cache_state,provenance.chain_id,provenance.client_machine_id,provenance.cpu_scope,provenance.dataset_sha256,provenance.dataset_source.acquired_at_utc,provenance.dataset_source.boundary_snapshots_rechecked,provenance.dataset_source.chain_id_rechecked,provenance.dataset_source.finality_basis,provenance.dataset_source.finalized_head_after.hash,provenance.dataset_source.finalized_head_after.number,provenance.dataset_source.finalized_head_after.parentHash,provenance.dataset_source.full_transactions,provenance.dataset_source.generator,provenance.dataset_source.initial_finalized_head.hash,provenance.dataset_source.initial_finalized_head.number,provenance.dataset_source.initial_finalized_head.parentHash,provenance.dataset_source.payload_encoding,provenance.dataset_source.rpc_methods,provenance.dataset_source.source,provenance.implementation,provenance.memory_limit_kind,provenance.memory_limit_mib,provenance.memory_scope,provenance.message,provenance.mode,provenance.n,provenance.native_finality_verified,provenance.network_kind,provenance.pressure_mib,provenance.profile,provenance.provider_case_id,provenance.queries,provenance.sample_count,provenance.scheme,provenance.scope,provenance.selected_count,provenance.selected_payload_sha256,provenance.selection,provenance.server_machine_id,provenance.source,provenance.storage_scope,provenance.timing_scope,provenance.transport,provenance.trial,provenance.trust_anchor,provenance.type,provenance.warmup,provenance.wire_format,provenance.workload_seed
provider,0068-ethereum_rpc_finalized_json-n69-ext_cached-t0-provider,provider,,ethereum_rpc_finalized_json,ok,,,,,,,,,,,,,,,,8.945633,,,,,,,10.28183475,,,476081.1875,,,,,2.1410331875,,,,,,16,,,,,,,,,,,,,224.0,,,,,,,2.5286665,x86_64,96,ltu-hpc-2.latrobe.edu.au,4.18.0-553.120.1.el8_10.x86_64,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,linux_machine_id_sha256,403783344128,True,"[{""is_wireless"": false, ""name"": ""enp63s0"", ""operstate"": ""up""}, {""is_wireless"": false, ""name"": ""lo"", ""operstate"": ""unknown""}]",OpenSSL 1.1.1k  FIPS 25 Mar 2021,rhel,Red Hat Enterprise Linux,Red Hat Enterprise Linux 8.10 (Ootpa),8.10 (Ootpa),8.10,,Linux,3.11.5,CPython,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite/outputs/hpc_real_422173,536870912000,4267704320,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite,536870912000,4267704320,OS page cache uncontrolled; warm query repetition; no cold-flash claim,1,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,,190ca4433f979dfd137e27c9ee04c0c9edd85b97027e9e1ff5322ba67f38fc60,2026-09-15T16:48:54.488349+00:00,True,True,trusted RPC finalized tag; no native finality verification,0x8abd9d3c538f12de779c556beb7f79370b66653f246ab854d9131be382b9d5ce,25984095,0x477bc8b281580a46c3ec9252adeea485e33a4d7db371dc994408edf8fc09c6e8,True,,0x9ad743d8c5200440339bfea0156398c1d1aa406635f7fe296c6deee2109cd29e,25984063,0xd1d117cf5cc8aab3a9b168ada97339c4dbf6b0df95960f2b927fbec475f407a8,canonical-json-utf8,"[""eth_chainId"", ""eth_getBlockByNumber""]",user-supplied Ethereum JSON-RPC endpoint; URL omitted,,,,,,ext_cached,69,False,unspecified,,paper,,,16,,,69,b30fd288c6fd25990944a24194c89dc578c58e3c230cc8ec278c49dc890c3c38,contiguous prefix,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,proof_fixture_preparation,logical role ownership; experiment fixtures and setup reported separately,payload/support read and proof construction; JSON serialization and network excluded,local,0,experiment-generated Ed25519 descriptor provisioned at setup,,,json proof fixture,
local,0068-ethereum_rpc_finalized_json-n69-ext_cached-t0-local,hpc,,ethereum_rpc_finalized_json,ok,,3.5860374999999998,200,,22880256,,,,3.720559285,,,,,0,1.293872597,3.586894,0,,,,,,7.3328925,7.391487909999999,,,,149549056,0,,,,,,,,200,,,26087424,,,,,,,,,,,,,,,,,,x86_64,96,ltu-hpc-2.latrobe.edu.au,4.18.0-553.120.1.el8_10.x86_64,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,linux_machine_id_sha256,403783344128,True,"[{""is_wireless"": false, ""name"": ""enp63s0"", ""operstate"": ""up""}, {""is_wireless"": false, ""name"": ""lo"", ""operstate"": ""unknown""}]",OpenSSL 1.1.1k  FIPS 25 Mar 2021,rhel,Red Hat Enterprise Linux,Red Hat Enterprise Linux 8.10 (Ootpa),8.10 (Ootpa),8.10,,Linux,3.11.5,CPython,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite/outputs/hpc_real_422173,536870912000,4267704320,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite,536870912000,4267704320,OS page cache uncontrolled; warm query repetition; no cold-flash claim,1,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,verifier acceptance CPU only,190ca4433f979dfd137e27c9ee04c0c9edd85b97027e9e1ff5322ba67f38fc60,2026-09-15T16:48:54.488349+00:00,True,True,trusted RPC finalized tag; no native finality verification,0x8abd9d3c538f12de779c556beb7f79370b66653f246ab854d9131be382b9d5ce,25984095,0x477bc8b281580a46c3ec9252adeea485e33a4d7db371dc994408edf8fc09c6e8,True,,0x9ad743d8c5200440339bfea0156398c1d1aa406635f7fe296c6deee2109cd29e,25984063,0xd1d117cf5cc8aab3a9b168ada97339c4dbf6b0df95960f2b927fbec475f407a8,canonical-json-utf8,"[""eth_chainId"", ""eth_getBlockByNumber""]",user-supplied Ethereum JSON-RPC endpoint; URL omitted,persistent_adapter_original_crypto,none,0,"fresh worker, one live response, optional pressure buffer; fixtures excluded",,ext_cached,69,False,unspecified,0,paper,,,,,,69,b30fd288c6fd25990944a24194c89dc578c58e3c230cc8ec278c49dc890c3c38,contiguous prefix,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,pool,logical role ownership; experiment fixtures and setup reported separately,pre-delivered response acceptance only,local,0,experiment-generated Ed25519 descriptor provisioned at setup,,,json proof fixture,
memory_pressure,0068-ethereum_rpc_finalized_json-n69-ext_cached-t0-memory_pressure,hpc,,ethereum_rpc_finalized_json,ok,,3.5812065,200,,89989120,,,,3.711832485,,,,,0,1.299978023,3.58188,256,,,,,,7.2931168,7.396946499999999,,,,149549056,67108864,,,,,,,,200,,,93102080,,,,,,,,,,,,,,,,,,x86_64,96,ltu-hpc-2.latrobe.edu.au,4.18.0-553.120.1.el8_10.x86_64,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,linux_machine_id_sha256,403783344128,True,"[{""is_wireless"": false, ""name"": ""enp63s0"", ""operstate"": ""up""}, {""is_wireless"": false, ""name"": ""lo"", ""operstate"": ""unknown""}]",OpenSSL 1.1.1k  FIPS 25 Mar 2021,rhel,Red Hat Enterprise Linux,Red Hat Enterprise Linux 8.10 (Ootpa),8.10 (Ootpa),8.10,,Linux,3.11.5,CPython,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite/outputs/hpc_real_422173,536870912000,4267704320,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite,536870912000,4267704320,OS page cache uncontrolled; warm query repetition; no cold-flash claim,1,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,verifier acceptance CPU only,190ca4433f979dfd137e27c9ee04c0c9edd85b97027e9e1ff5322ba67f38fc60,2026-09-15T16:48:54.488349+00:00,True,True,trusted RPC finalized tag; no native finality verification,0x8abd9d3c538f12de779c556beb7f79370b66653f246ab854d9131be382b9d5ce,25984095,0x477bc8b281580a46c3ec9252adeea485e33a4d7db371dc994408edf8fc09c6e8,True,,0x9ad743d8c5200440339bfea0156398c1d1aa406635f7fe296c6deee2109cd29e,25984063,0xd1d117cf5cc8aab3a9b168ada97339c4dbf6b0df95960f2b927fbec475f407a8,canonical-json-utf8,"[""eth_chainId"", ""eth_getBlockByNumber""]",user-supplied Ethereum JSON-RPC endpoint; URL omitted,persistent_adapter_original_crypto,RLIMIT_AS virtual address space,256,"fresh worker, one live response, optional pressure buffer; fixtures excluded",,ext_cached,69,False,unspecified,64,paper,,,,,,69,b30fd288c6fd25990944a24194c89dc578c58e3c230cc8ec278c49dc890c3c38,contiguous prefix,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,pool,logical role ownership; experiment fixtures and setup reported separately,pre-delivered response acceptance only,local,0,experiment-generated Ed25519 descriptor provisioned at setup,,,json proof fixture,
integrity,0068-ethereum_rpc_finalized_json-n69-ext_cached-t0-integrity,hpc,,ethereum_rpc_finalized_json,ok,,,,,,,7,,,,True,0,True,,,,,,True,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,True,True,,,,,,,,,,x86_64,96,ltu-hpc-2.latrobe.edu.au,4.18.0-553.120.1.el8_10.x86_64,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,linux_machine_id_sha256,403783344128,True,"[{""is_wireless"": false, ""name"": ""enp63s0"", ""operstate"": ""up""}, {""is_wireless"": false, ""name"": ""lo"", ""operstate"": ""unknown""}]",OpenSSL 1.1.1k  FIPS 25 Mar 2021,rhel,Red Hat Enterprise Linux,Red Hat Enterprise Linux 8.10 (Ootpa),8.10 (Ootpa),8.10,,Linux,3.11.5,CPython,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite/outputs/hpc_real_422173,536870912000,4267704320,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite,536870912000,4267704320,OS page cache uncontrolled; warm query repetition; no cold-flash claim,1,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,,190ca4433f979dfd137e27c9ee04c0c9edd85b97027e9e1ff5322ba67f38fc60,2026-09-15T16:48:54.488349+00:00,True,True,trusted RPC finalized tag; no native finality verification,0x8abd9d3c538f12de779c556beb7f79370b66653f246ab854d9131be382b9d5ce,25984095,0x477bc8b281580a46c3ec9252adeea485e33a4d7db371dc994408edf8fc09c6e8,True,,0x9ad743d8c5200440339bfea0156398c1d1aa406635f7fe296c6deee2109cd29e,25984063,0xd1d117cf5cc8aab3a9b168ada97339c4dbf6b0df95960f2b927fbec475f407a8,canonical-json-utf8,"[""eth_chainId"", ""eth_getBlockByNumber""]",user-supplied Ethereum JSON-RPC endpoint; URL omitted,,,,,,ext_cached,69,False,unspecified,,paper,,,,,"finite adversarial regression cases, not a cryptographic security bound",69,b30fd288c6fd25990944a24194c89dc578c58e3c230cc8ec278c49dc890c3c38,contiguous prefix,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,,logical role ownership; experiment fixtures and setup reported separately,,local,0,experiment-generated Ed25519 descriptor provisioned at setup,,,json proof fixture,
storage,0069-synthetic-n4096-ext_cached-t0-storage,hpc,,synthetic,ok,,,,"regular file lengths; allocated file blocks also reported; excludes directories, inodes, journal, and OS cache",,147456,,253,,919,,,,,,,,ext_cached,,4096,4096,8799863,,,126,,,,,100761600,,4100,262112,8536064,262112,8798944,,8388608,,,24576,1,0,32,0,32,,,189,,8799895,24576,1,0,0,919,,x86_64,96,ltu-hpc-2.latrobe.edu.au,4.18.0-553.120.1.el8_10.x86_64,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,linux_machine_id_sha256,403783344128,True,"[{""is_wireless"": false, ""name"": ""enp63s0"", ""operstate"": ""up""}, {""is_wireless"": false, ""name"": ""lo"", ""operstate"": ""unknown""}]",OpenSSL 1.1.1k  FIPS 25 Mar 2021,rhel,Red Hat Enterprise Linux,Red Hat Enterprise Linux 8.10 (Ootpa),8.10 (Ootpa),8.10,,Linux,3.11.5,CPython,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite/outputs/hpc_real_422173,536870912000,4267704320,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite,536870912000,4267704320,OS page cache uncontrolled; warm query repetition; no cold-flash claim,,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,,b016c29f4de90f5b1cf3a216da5a605c33b87f5b41cbb2b6bd5568949c797cef,,,,,,,,,sha256-counter-v1,,,,,,synthetic,,,,,,ext_cached,4096,False,unspecified,,paper,,,,,,4096,0687bb27f05141a424b31da9247a1c02625c10a06caaa5ff34a33daeb97eabec,contiguous prefix,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,,logical role ownership; experiment fixtures and setup reported separately,,local,0,experiment-generated Ed25519 descriptor provisioned at setup,,,json proof fixture,
provider,0069-synthetic-n4096-ext_cached-t0-provider,provider,,synthetic,ok,,,,,,,,,,,,,,,,6.6711055,,,,,,,7.32160475,,,2084.0,,,,,0.329665375,,,,,,16,,,,,,,,,,,,,384.0,,,,,,,2.573109,x86_64,96,ltu-hpc-2.latrobe.edu.au,4.18.0-553.120.1.el8_10.x86_64,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,linux_machine_id_sha256,403783344128,True,"[{""is_wireless"": false, ""name"": ""enp63s0"", ""operstate"": ""up""}, {""is_wireless"": false, ""name"": ""lo"", ""operstate"": ""unknown""}]",OpenSSL 1.1.1k  FIPS 25 Mar 2021,rhel,Red Hat Enterprise Linux,Red Hat Enterprise Linux 8.10 (Ootpa),8.10 (Ootpa),8.10,,Linux,3.11.5,CPython,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite/outputs/hpc_real_422173,536870912000,4267704320,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite,536870912000,4267704320,OS page cache uncontrolled; warm query repetition; no cold-flash claim,,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,,b016c29f4de90f5b1cf3a216da5a605c33b87f5b41cbb2b6bd5568949c797cef,,,,,,,,,sha256-counter-v1,,,,,,synthetic,,,,,,ext_cached,4096,False,unspecified,,paper,,,16,,,4096,0687bb27f05141a424b31da9247a1c02625c10a06caaa5ff34a33daeb97eabec,contiguous prefix,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,proof_fixture_preparation,logical role ownership; experiment fixtures and setup reported separately,payload/support read and proof construction; JSON serialization and network excluded,local,0,experiment-generated Ed25519 descriptor provisioned at setup,,,json proof fixture,
local,0069-synthetic-n4096-ext_cached-t0-local,hpc,,synthetic,ok,,0.1763295,200,,22835200,,,,0.177906345,,,,,0,0.745742348,0.17685,0,,,,,,0.2005287,0.20769786999999962,,,,149549056,0,,,,,,,,200,,,23166976,,,,,,,,,,,,,,,,,,x86_64,96,ltu-hpc-2.latrobe.edu.au,4.18.0-553.120.1.el8_10.x86_64,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,linux_machine_id_sha256,403783344128,True,"[{""is_wireless"": false, ""name"": ""enp63s0"", ""operstate"": ""up""}, {""is_wireless"": false, ""name"": ""lo"", ""operstate"": ""unknown""}]",OpenSSL 1.1.1k  FIPS 25 Mar 2021,rhel,Red Hat Enterprise Linux,Red Hat Enterprise Linux 8.10 (Ootpa),8.10 (Ootpa),8.10,,Linux,3.11.5,CPython,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite/outputs/hpc_real_422173,536870912000,4267704320,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite,536870912000,4267704320,OS page cache uncontrolled; warm query repetition; no cold-flash claim,,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,verifier acceptance CPU only,b016c29f4de90f5b1cf3a216da5a605c33b87f5b41cbb2b6bd5568949c797cef,,,,,,,,,sha256-counter-v1,,,,,,synthetic,persistent_adapter_original_crypto,none,0,"fresh worker, one live response, optional pressure buffer; fixtures excluded",,ext_cached,4096,False,unspecified,0,paper,,,,,,4096,0687bb27f05141a424b31da9247a1c02625c10a06caaa5ff34a33daeb97eabec,contiguous prefix,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,pool,logical role ownership; experiment fixtures and setup reported separately,pre-delivered response acceptance only,local,0,experiment-generated Ed25519 descriptor provisioned at setup,,,json proof fixture,
memory_pressure,0069-synthetic-n4096-ext_cached-t0-memory_pressure,hpc,,synthetic,ok,,0.174206,200,,90144768,,,,0.174420365,,,,,0,0.294054138,0.1746,256,,,,,,0.1785534,0.18669817999999969,,,,149549056,67108864,,,,,,,,200,,,90144768,,,,,,,,,,,,,,,,,,x86_64,96,ltu-hpc-2.latrobe.edu.au,4.18.0-553.120.1.el8_10.x86_64,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,linux_machine_id_sha256,403783344128,True,"[{""is_wireless"": false, ""name"": ""enp63s0"", ""operstate"": ""up""}, {""is_wireless"": false, ""name"": ""lo"", ""operstate"": ""unknown""}]",OpenSSL 1.1.1k  FIPS 25 Mar 2021,rhel,Red Hat Enterprise Linux,Red Hat Enterprise Linux 8.10 (Ootpa),8.10 (Ootpa),8.10,,Linux,3.11.5,CPython,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite/outputs/hpc_real_422173,536870912000,4267704320,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite,536870912000,4267704320,OS page cache uncontrolled; warm query repetition; no cold-flash claim,,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,verifier acceptance CPU only,b016c29f4de90f5b1cf3a216da5a605c33b87f5b41cbb2b6bd5568949c797cef,,,,,,,,,sha256-counter-v1,,,,,,synthetic,persistent_adapter_original_crypto,RLIMIT_AS virtual address space,256,"fresh worker, one live response, optional pressure buffer; fixtures excluded",,ext_cached,4096,False,unspecified,64,paper,,,,,,4096,0687bb27f05141a424b31da9247a1c02625c10a06caaa5ff34a33daeb97eabec,contiguous prefix,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,pool,logical role ownership; experiment fixtures and setup reported separately,pre-delivered response acceptance only,local,0,experiment-generated Ed25519 descriptor provisioned at setup,,,json proof fixture,
integrity,0069-synthetic-n4096-ext_cached-t0-integrity,hpc,,synthetic,ok,,,,,,,7,,,,True,0,True,,,,,,True,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,True,True,,,,,,,,,,x86_64,96,ltu-hpc-2.latrobe.edu.au,4.18.0-553.120.1.el8_10.x86_64,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,linux_machine_id_sha256,403783344128,True,"[{""is_wireless"": false, ""name"": ""enp63s0"", ""operstate"": ""up""}, {""is_wireless"": false, ""name"": ""lo"", ""operstate"": ""unknown""}]",OpenSSL 1.1.1k  FIPS 25 Mar 2021,rhel,Red Hat Enterprise Linux,Red Hat Enterprise Linux 8.10 (Ootpa),8.10 (Ootpa),8.10,,Linux,3.11.5,CPython,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite/outputs/hpc_real_422173,536870912000,4267704320,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite,536870912000,4267704320,OS page cache uncontrolled; warm query repetition; no cold-flash claim,,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,,b016c29f4de90f5b1cf3a216da5a605c33b87f5b41cbb2b6bd5568949c797cef,,,,,,,,,sha256-counter-v1,,,,,,synthetic,,,,,,ext_cached,4096,False,unspecified,,paper,,,,,"finite adversarial regression cases, not a cryptographic security bound",4096,0687bb27f05141a424b31da9247a1c02625c10a06caaa5ff34a33daeb97eabec,contiguous prefix,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,,logical role ownership; experiment fixtures and setup reported separately,,local,0,experiment-generated Ed25519 descriptor provisioned at setup,,,json proof fixture,
storage,0070-synthetic-n512-ext_cached-t2-storage,hpc,,synthetic,ok,,,,"regular file lengths; allocated file blocks also reported; excludes directories, inodes, journal, and OS cache",,18432,,253,,914,,,,,,,,ext_cached,,512,512,1101409,,,126,,,,,12681216,,516,32736,1067008,32736,1100495,,1048576,,,24576,1,0,32,0,32,,,174,,1101441,24576,1,0,0,914,,x86_64,96,ltu-hpc-2.latrobe.edu.au,4.18.0-553.120.1.el8_10.x86_64,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,linux_machine_id_sha256,403783344128,True,"[{""is_wireless"": false, ""name"": ""enp63s0"", ""operstate"": ""up""}, {""is_wireless"": false, ""name"": ""lo"", ""operstate"": ""unknown""}]",OpenSSL 1.1.1k  FIPS 25 Mar 2021,rhel,Red Hat Enterprise Linux,Red Hat Enterprise Linux 8.10 (Ootpa),8.10 (Ootpa),8.10,,Linux,3.11.5,CPython,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite/outputs/hpc_real_422173,536870912000,4267704320,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite,536870912000,4267704320,OS page cache uncontrolled; warm query repetition; no cold-flash claim,,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,,b016c29f4de90f5b1cf3a216da5a605c33b87f5b41cbb2b6bd5568949c797cef,,,,,,,,,sha256-counter-v1,,,,,,synthetic,,,,,,ext_cached,512,False,unspecified,,paper,,,,,,512,399484347219683dce319075ea78057e1e8ffcce90859b513ec913109fec9398,contiguous prefix,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,,logical role ownership; experiment fixtures and setup reported separately,,local,2,experiment-generated Ed25519 descriptor provisioned at setup,,,json proof fixture,
provider,0070-synthetic-n512-ext_cached-t2-provider,provider,,synthetic,ok,,,,,,,,,,,,,,,,8.730765,,,,,,,9.7312915,,,2084.0,,,,,0.3035300625,,,,,,16,,,,,,,,,,,,,288.0,,,,,,,3.2759845,x86_64,96,ltu-hpc-2.latrobe.edu.au,4.18.0-553.120.1.el8_10.x86_64,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,linux_machine_id_sha256,403783344128,True,"[{""is_wireless"": false, ""name"": ""enp63s0"", ""operstate"": ""up""}, {""is_wireless"": false, ""name"": ""lo"", ""operstate"": ""unknown""}]",OpenSSL 1.1.1k  FIPS 25 Mar 2021,rhel,Red Hat Enterprise Linux,Red Hat Enterprise Linux 8.10 (Ootpa),8.10 (Ootpa),8.10,,Linux,3.11.5,CPython,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite/outputs/hpc_real_422173,536870912000,4267704320,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite,536870912000,4267704320,OS page cache uncontrolled; warm query repetition; no cold-flash claim,,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,,b016c29f4de90f5b1cf3a216da5a605c33b87f5b41cbb2b6bd5568949c797cef,,,,,,,,,sha256-counter-v1,,,,,,synthetic,,,,,,ext_cached,512,False,unspecified,,paper,,,16,,,512,399484347219683dce319075ea78057e1e8ffcce90859b513ec913109fec9398,contiguous prefix,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,proof_fixture_preparation,logical role ownership; experiment fixtures and setup reported separately,payload/support read and proof construction; JSON serialization and network excluded,local,2,experiment-generated Ed25519 descriptor provisioned at setup,,,json proof fixture,
local,0070-synthetic-n512-ext_cached-t2-local,hpc,,synthetic,ok,,0.18447,200,,22724608,,,,0.180450775,,,,,0,0.317072341,0.1850135,0,,,,,,0.20313515,0.23168797999999993,,,,149549056,0,,,,,,,,200,,,23117824,,,,,,,,,,,,,,,,,,x86_64,96,ltu-hpc-2.latrobe.edu.au,4.18.0-553.120.1.el8_10.x86_64,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,linux_machine_id_sha256,403783344128,True,"[{""is_wireless"": false, ""name"": ""enp63s0"", ""operstate"": ""up""}, {""is_wireless"": false, ""name"": ""lo"", ""operstate"": ""unknown""}]",OpenSSL 1.1.1k  FIPS 25 Mar 2021,rhel,Red Hat Enterprise Linux,Red Hat Enterprise Linux 8.10 (Ootpa),8.10 (Ootpa),8.10,,Linux,3.11.5,CPython,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite/outputs/hpc_real_422173,536870912000,4267704320,,,nfs4,532603207680,/data/group,/data/group/xulab/home/zxu/msi_pi_suite,536870912000,4267704320,OS page cache uncontrolled; warm query repetition; no cold-flash claim,,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,verifier acceptance CPU only,b016c29f4de90f5b1cf3a216da5a605c33b87f5b41cbb2b6bd5568949c797cef,,,,,,,,,sha256-counter-v1,,,,,,synthetic,persistent_adapter_original_crypto,none,0,"fresh worker, one live response, optional pressure buffer; fixtures excluded",,ext_cached,512,False,unspecified,0,paper,,,,,,512,399484347219683dce319075ea78057e1e8ffcce90859b513ec913109fec9398,contiguous prefix,fd4458b75367f59ff7c09494ea573e5e7a5263a2584218cc99f37f023a3aa2d8,pool,logical role ownership; experiment fixtures and setup reported separately,pre-delivered response acceptance only,local,2,experiment-generated Ed25519 descriptor provisioned at setup,,,json proof fixture,
